,名前,名詞,エネルギー,タンパク質,脂質,食物繊維総量,炭水化物,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,マンガン,ヨウ素,セレン,クロム,モリブデン,ビタミンA,ビタミンD,ビタミンE,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン,ビタミン6,ビタミン12,葉酸,パントテン酸,ビオチン,ビタミンC,time
772,（ふき類）　ふき　葉柄　生,"['ふき', '類', 'ふき', '葉柄', '生']",11.0,0.3,0.0,1.3,3.0,35.0,330.0,40.0,6.0,18.0,0.1,0.2,0.05,0.36,0,0.0,0.0,2.0,0.0,0.0,0.2,6.0,0.0,0.02,0.1,0.01,0.0,12.0,0.07,0.2,2.0,21.0
773,（ふき類）　ふき　葉柄　ゆで,"['ふき', '類', 'ふき', '葉柄']",7.0,0.3,0.0,1.1,1.9,22.0,230.0,34.0,5.0,15.0,0.1,0.2,0.05,0.37,0,0.0,0.0,0.0,0.0,0.0,0.2,5.0,0.0,0.01,0.1,0.08,0.0,9.0,0.0,0.0,0.0,12.0
774,（ふき類）　ふきのとう　花序　生,"['ふき', '類', 'ふき', '花序', '生']",38.0,2.5,0.1,6.4,10.0,4.0,740.0,61.0,49.0,89.0,1.3,0.8,0.36,0.23,0,0.0,0.0,0.0,0.0,0.0,3.2,92.0,0.1,0.17,0.9,0.18,0.0,160.0,0.45,0.0,14.0,12.0
775,（ふき類）　ふきのとう　花序　ゆで,"['ふき', '類', 'ふき', '花序']",31.0,2.5,0.1,4.2,7.0,3.0,440.0,46.0,33.0,54.0,0.7,0.5,0.2,0.17,0,0.0,0.0,0.0,0.0,0.0,2.4,69.0,0.06,0.08,0.5,0.07,0.0,83.0,0.24,0.0,3.0,21.0
776,ふじまめ　若ざや　生,"['ふじ', 'まめ', 'ざや', '生']",32.0,2.5,0.1,4.4,7.4,0.0,300.0,43.0,33.0,63.0,0.8,0.4,0.07,0.33,0,0.0,0.0,0.0,0.0,0.0,0.1,29.0,0.08,0.1,0.9,0.08,0.0,120.0,0.35,0.0,13.0,11.0
777,ふだんそう　葉　生,"['ふだん', 'そう', '葉', '生']",17.0,2.0,0.1,3.3,3.7,71.0,1200.0,75.0,74.0,33.0,3.6,0.3,0.06,3.6,0,0.0,0.0,0.0,0.0,0.0,1.7,180.0,0.07,0.23,0.4,0.25,0.0,120.0,0.53,0.0,19.0,16.0
778,ふだんそう　葉　ゆで,"['ふだん', 'そう', '葉']",26.0,2.8,0.1,3.8,5.4,61.0,760.0,130.0,79.0,34.0,2.1,0.4,0.06,4.85,0,0.0,0.0,0.0,0.0,0.0,1.7,220.0,0.03,0.11,0.1,0.14,0.0,92.0,0.44,0.0,7.0,12.0
779,ブロッコリー　花序　生,"['ブロッコリー', '花序', '生']",37.0,5.4,0.6,5.1,6.6,7.0,460.0,50.0,29.0,110.0,1.3,0.8,0.1,0.28,0,2.0,0.0,11.0,0.0,0.0,3.0,210.0,0.17,0.23,1.0,0.3,0.0,220.0,1.42,13.0,140.0,23.0
780,ブロッコリー　花序　ゆで,"['ブロッコリー', '花序']",30.0,3.9,0.4,4.3,5.2,5.0,210.0,41.0,17.0,74.0,0.9,0.4,0.06,0.2,0,1.0,0.0,4.0,0.0,0.0,2.7,190.0,0.06,0.09,0.4,0.14,0.0,120.0,0.74,7.1,55.0,21.0
781,ブロッコリー　花序　電子レンジ調理,"['ブロッコリー', '花序', '電子', 'レンジ', '調理']",57.0,5.7,0.7,0,7.0,8.0,500.0,54.0,32.0,120.0,1.4,0.9,0.11,0.3,0,2.0,0.0,13.0,0.0,0.0,3.4,220.0,0.18,0.25,1.2,0.41,0.0,160.0,1.31,14.0,140.0,11.0
782,ブロッコリー　花序　焼き,"['ブロッコリー', '花序', '焼き']",84.0,9.9,1.2,0,8.4,13.0,820.0,90.0,53.0,200.0,2.3,1.5,0.17,0.5,0,4.0,0.0,21.0,0.0,0.0,6.0,380.0,0.27,0.4,1.7,0.67,0.0,450.0,1.99,23.0,150.0,13.0
783,ブロッコリー　花序　油いため,"['ブロッコリー', '花序', '油', 'いため']",109.0,6.9,6.3,0,6.1,9.0,590.0,64.0,37.0,140.0,1.7,1.1,0.11,0.35,0,3.0,0.0,15.0,0.0,0.0,5.8,270.0,0.2,0.28,1.3,0.52,0.0,340.0,1.47,17.0,130.0,26.0
784,ブロッコリー　芽ばえ　生,"['ブロッコリー', '芽ばえ', '生']",18.0,1.9,0.6,1.8,2.6,4.0,100.0,57.0,32.0,60.0,0.7,0.4,0.03,0.37,0,0.0,0.0,0.0,0.0,0.0,1.9,150.0,0.08,0.11,1.3,0.2,0.0,74.0,0.52,0.0,64.0,28.0
785,へちま　果実　生,"['へちま', '果実', '生']",17.0,0.8,0.1,1.0,3.8,1.0,150.0,12.0,12.0,25.0,0.3,0.2,0.06,0.07,0,0.0,0.0,0.0,0.0,0.0,0.3,12.0,0.03,0.04,0.2,0.07,0.0,92.0,0.3,0.0,5.0,25.0
786,へちま　果実　ゆで,"['へちま', '果実']",19.0,1.6,0.1,1.5,3.7,1.0,140.0,24.0,13.0,34.0,0.7,0.2,0.07,0.09,0,0.0,0.0,0.0,0.0,0.0,0.4,11.0,0.03,0.06,0.2,0.05,0.0,91.0,0.39,0.0,3.0,27.0
787,ほうれんそう　葉　通年平均　生,"['ほうれんそう', '葉', '通年', '平均', '生']",18.0,2.2,0.4,2.8,3.1,16.0,690.0,49.0,69.0,47.0,2.0,0.7,0.11,0.32,3,3.0,2.0,5.0,0.0,0.0,2.1,270.0,0.11,0.2,0.6,0.14,0.0,210.0,0.2,2.9,35.0,16.0
788,ほうれんそう　葉　通年平均　ゆで,"['ほうれんそう', '葉', '通年', '平均']",23.0,2.6,0.5,3.6,4.0,10.0,490.0,69.0,40.0,43.0,0.9,0.7,0.11,0.33,1,3.0,1.0,4.0,0.0,0.0,2.6,320.0,0.05,0.11,0.3,0.08,0.0,110.0,0.13,3.2,19.0,27.0
789,ほうれんそう　葉　通年平均　油いため,"['ほうれんそう', '葉', '通年', '平均', '油', 'いため']",91.0,3.8,8.1,4.6,4.4,13.0,530.0,88.0,52.0,54.0,1.2,0.8,0.15,0.2,0,0.0,0.0,0.0,0.0,0.0,4.8,510.0,0.08,0.16,0.5,0.09,0.0,140.0,0.2,0.0,21.0,29.0
790,ほうれんそう　葉　夏採り　生,"['ほうれんそう', '葉', '夏', '採り', '生']",18.0,2.2,0.4,2.8,3.1,16.0,690.0,49.0,69.0,47.0,2.0,0.7,0.11,0.32,3,3.0,2.0,5.0,0.0,0.0,2.1,270.0,0.11,0.2,0.6,0.14,0.0,210.0,0.2,2.9,20.0,15.0
791,ほうれんそう　葉　夏採り　ゆで,"['ほうれんそう', '葉', '夏', '採り']",23.0,2.6,0.5,3.6,4.0,10.0,490.0,69.0,40.0,43.0,0.9,0.7,0.11,0.33,1,3.0,1.0,4.0,0.0,0.0,2.6,320.0,0.05,0.11,0.3,0.08,0.0,110.0,0.13,3.2,10.0,22.0
792,ほうれんそう　葉　冬採り　生,"['ほうれんそう', '葉', '冬', '採り', '生']",18.0,2.2,0.4,2.8,3.1,16.0,690.0,49.0,69.0,47.0,2.0,0.7,0.11,0.32,3,3.0,2.0,5.0,0.0,0.0,2.1,270.0,0.11,0.2,0.6,0.14,0.0,210.0,0.2,2.9,60.0,17.0
793,ほうれんそう　葉　冬採り　ゆで,"['ほうれんそう', '葉', '冬', '採り']",23.0,2.6,0.5,3.6,4.0,10.0,490.0,69.0,40.0,43.0,0.9,0.7,0.11,0.33,1,3.0,1.0,4.0,0.0,0.0,2.6,320.0,0.05,0.11,0.3,0.08,0.0,110.0,0.13,3.2,30.0,20.0
794,ほうれんそう　葉　冷凍,"['ほうれんそう', '葉', '冷凍']",22.0,2.9,0.3,3.3,3.4,120.0,210.0,100.0,51.0,46.0,1.2,0.5,0.1,0.8,1,0.0,7.0,15.0,0.0,0.0,2.7,300.0,0.06,0.13,0.4,0.1,0.0,120.0,0.15,2.7,19.0,13.0
795,ほうれんそう　葉　冷凍　ゆで,"['ほうれんそう', '葉', '冷凍']",27.0,3.7,0.5,4.8,3.8,47.0,90.0,170.0,55.0,42.0,1.3,0.5,0.14,0.95,1,0.0,6.0,4.0,0.0,0.0,4.4,480.0,0.0,0.06,0.2,0.05,0.0,57.0,0.03,3.2,5.0,10.0
796,ほうれんそう　葉　冷凍　油いため,"['ほうれんそう', '葉', '冷凍', '油', 'いため']",67.0,4.0,4.5,4.1,5.4,160.0,240.0,130.0,61.0,57.0,1.5,0.6,0.12,0.9,2,1.0,7.0,13.0,0.0,0.0,4.6,370.0,0.0,0.18,0.6,0.12,0.0,150.0,0.19,3.4,16.0,12.0
797,ホースラディシュ　根茎　生,"['ホースラディシュ', '根茎', '生']",69.0,3.1,0.3,8.2,17.7,1.0,510.0,110.0,65.0,58.0,1.0,2.3,0.19,0.4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.23,0.0,99.0,0.32,5.5,73.0,20.0
798,まこも　茎　生,"['茎', '生']",19.0,1.3,0.2,2.3,4.4,3.0,240.0,2.0,8.0,42.0,0.2,0.2,0.02,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.04,0.03,0.5,0.08,0.0,43.0,0.25,0.0,6.0,28.0
799,みずかけな　葉　生,"['葉', '生']",25.0,2.9,0.1,2.8,4.7,7.0,400.0,110.0,23.0,64.0,1.0,0.3,0.07,0.17,0,0.0,0.0,0.0,0.0,0.0,0.9,200.0,0.11,0.23,1.1,0.17,0.0,240.0,0.55,0.0,88.0,27.0
800,みずかけな　塩漬,"['塩', '漬']",34.0,4.9,0.0,4.0,5.7,1000.0,440.0,110.0,26.0,67.0,1.0,0.5,0.08,0.29,0,0.0,0.0,0.0,0.0,0.0,1.3,200.0,0.12,0.34,1.5,0.24,0.0,180.0,0.54,0.0,70.0,13.0
801,みずな　葉　生,"['葉', '生']",23.0,2.2,0.1,3.0,4.8,36.0,480.0,210.0,31.0,64.0,2.1,0.5,0.07,0.41,7,2.0,3.0,20.0,0.0,0.0,1.8,120.0,0.08,0.15,0.7,0.18,0.0,140.0,0.5,3.1,55.0,17.0
802,みずな　葉　ゆで,['葉'],21.0,2.0,0.1,3.6,4.7,28.0,370.0,200.0,25.0,64.0,2.0,0.2,0.05,0.31,0,0.0,0.0,0.0,0.0,0.0,1.3,120.0,0.04,0.08,0.4,0.1,0.0,90.0,0.29,0.0,19.0,20.0
803,みずな　塩漬,"['塩', '漬']",26.0,2.0,0.1,3.5,5.9,900.0,450.0,200.0,30.0,60.0,1.3,0.3,0.06,0.25,0,0.0,0.0,0.0,0.0,0.0,1.1,130.0,0.07,0.15,0.5,0.19,0.0,130.0,0.39,0.0,47.0,13.0
804,（みつば類）　切りみつば　葉　生,"['みつば', '類', '切り', 'みつば', '葉', '生']",16.0,1.0,0.1,2.5,4.0,8.0,640.0,25.0,17.0,50.0,0.3,0.1,0.07,0.14,3,1.0,0.0,3.0,0.0,0.0,0.7,63.0,0.03,0.09,0.4,0.04,0.0,44.0,0.29,1.9,8.0,27.0
805,（みつば類）　切りみつば　葉　ゆで,"['みつば', '類', '切り', 'みつば', '葉']",12.0,0.9,0.1,2.7,3.3,4.0,290.0,24.0,13.0,31.0,0.2,0.1,0.05,0.15,0,0.0,0.0,0.0,0.0,0.0,0.9,77.0,0.02,0.04,0.2,0.01,0.0,14.0,0.15,0.0,1.0,22.0
806,（みつば類）　根みつば　葉　生,"['みつば', '類', '根', 'みつば', '葉', '生']",19.0,1.9,0.1,2.9,4.1,5.0,500.0,52.0,21.0,64.0,1.8,0.2,0.07,0.42,0,0.0,0.0,0.0,0.0,0.0,1.1,120.0,0.05,0.13,1.0,0.06,0.0,66.0,0.33,0.0,22.0,11.0
807,（みつば類）　根みつば　葉　ゆで,"['みつば', '類', '根', 'みつば', '葉']",19.0,2.3,0.1,3.3,3.9,4.0,270.0,64.0,18.0,54.0,1.2,0.2,0.07,0.35,0,0.0,0.0,0.0,0.0,0.0,1.4,150.0,0.03,0.05,0.4,0.04,0.0,43.0,0.27,0.0,12.0,15.0
808,（みつば類）　糸みつば　葉　生,"['みつば', '類', '糸', 'みつば', '葉', '生']",12.0,0.9,0.1,2.3,2.9,3.0,500.0,47.0,21.0,47.0,0.9,0.1,0.02,0.42,0,0.0,0.0,0.0,0.0,0.0,0.9,220.0,0.04,0.14,0.7,0.06,0.0,64.0,0.3,0.0,13.0,10.0
809,（みつば類）　糸みつば　葉　ゆで,"['みつば', '類', '糸', 'みつば', '葉']",14.0,1.1,0.0,3.0,4.0,3.0,360.0,56.0,18.0,39.0,0.6,0.1,0.02,0.48,0,0.0,0.0,0.0,0.0,0.0,1.3,250.0,0.02,0.08,0.4,0.03,0.0,23.0,0.22,0.0,4.0,29.0
810,みぶな　葉　生,"['葉', '生']",14.0,1.1,0.3,1.8,2.9,32.0,490.0,110.0,30.0,34.0,0.5,0.2,0.03,0.22,0,0.0,0.0,0.0,0.0,0.0,0.9,160.0,0.04,0.07,0.7,0.11,0.0,110.0,0.12,0.0,38.0,25.0
811,（みょうが類）　みょうが　花穂　生,"['みょうが', '類', 'みょうが', '花穂', '生']",11.0,0.9,0.1,2.1,2.6,1.0,210.0,25.0,30.0,12.0,0.5,0.4,0.05,1.17,1,1.0,0.0,8.0,0.0,0.0,0.1,20.0,0.05,0.05,0.4,0.07,0.0,25.0,0.2,1.1,2.0,18.0
812,（みょうが類）　みょうがたけ　茎葉　生,"['みょうが', '類', 'みょうが', 'たけ', '茎葉', '生']",6.0,0.4,0.1,1.1,1.5,0.0,350.0,11.0,7.0,18.0,0.3,0.3,0.03,1.44,0,0.0,0.0,0.0,0.0,0.0,0.1,8.0,0.02,0.02,0.1,0.02,0.0,13.0,0.07,0.0,1.0,25.0
813,むかご　肉芽　生,"['むかご', '肉芽', '生']",87.0,2.9,0.2,4.2,20.6,3.0,570.0,5.0,19.0,64.0,0.6,0.4,0.15,0.05,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.11,0.02,0.3,0.07,0.0,20.0,0.6,0.0,9.0,29.0
814,めキャベツ　結球葉　生,"['めキャベツ', '結球', '葉', '生']",52.0,5.7,0.1,5.5,9.9,5.0,610.0,37.0,25.0,73.0,1.0,0.6,0.07,0.29,0,0.0,0.0,0.0,0.0,0.0,0.6,150.0,0.19,0.23,0.9,0.27,0.0,240.0,0.76,0.0,160.0,27.0
815,めキャベツ　結球葉　ゆで,"['めキャベツ', '結球', '葉']",51.0,5.3,0.1,5.2,9.8,5.0,480.0,36.0,22.0,75.0,1.0,0.5,0.07,0.25,0,0.0,0.0,0.0,0.0,0.0,0.5,160.0,0.13,0.16,0.6,0.22,0.0,220.0,0.65,0.0,110.0,14.0
816,めたで　芽ばえ　生,"['め', '芽ばえ', '生']",39.0,3.0,0.5,6.3,8.8,9.0,140.0,49.0,70.0,110.0,2.3,0.9,0.09,7.66,0,0.0,0.0,0.0,0.0,0.0,4.8,360.0,0.15,0.21,1.1,0.27,0.0,77.0,0.29,0.0,67.0,10.0
817,（もやし類）　アルファルファもやし　生,"['もやし', '類', 'アルファ', 'ルファ', 'もやし', '生']",11.0,1.6,0.1,1.4,2.0,7.0,43.0,14.0,13.0,37.0,0.5,0.4,0.09,0.1,1,1.0,0.0,16.0,0.0,0.0,1.9,47.0,0.07,0.09,0.2,0.1,0.0,56.0,0.46,4.4,5.0,11.0
818,（もやし類）　だいずもやし　生,"['もやし', '類', 'もやし', '生']",29.0,3.7,1.5,2.3,2.3,3.0,160.0,23.0,23.0,51.0,0.5,0.4,0.12,0.3,0,0.0,0.0,0.0,0.0,0.0,0.5,57.0,0.09,0.07,0.4,0.08,0.0,85.0,0.36,0.0,5.0,13.0
819,（もやし類）　だいずもやし　ゆで,"['もやし', '類', 'もやし']",27.0,2.9,1.6,2.2,2.2,1.0,50.0,24.0,19.0,43.0,0.4,0.3,0.08,0.35,0,0.0,0.0,0.0,0.0,0.0,0.6,49.0,0.04,0.04,0.1,0.04,0.0,39.0,0.19,0.0,1.0,22.0
820,（もやし類）　ブラックマッペもやし　生,"['もやし', '類', 'ブラックマッペ', 'もやし', '生']",17.0,2.2,0.0,1.5,2.8,8.0,65.0,16.0,12.0,32.0,0.4,0.3,0.07,0.09,1,1.0,0.0,37.0,0.0,0.0,0.0,7.0,0.04,0.06,0.5,0.06,0.0,42.0,0.43,2.7,10.0,14.0
821,（もやし類）　ブラックマッペもやし　ゆで,"['もやし', '類', 'ブラックマッペ', 'もやし']",13.0,1.3,0.0,1.6,2.7,2.0,12.0,24.0,10.0,17.0,0.4,0.3,0.05,0.09,0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,0.02,0.02,0.1,0.03,0.0,36.0,0.2,0.0,2.0,11.0
822,（もやし類）　ブラックマッペもやし　油いため,"['もやし', '類', 'ブラックマッペ', 'もやし', '油', 'いため']",41.0,2.3,0.9,0,5.8,9.0,71.0,18.0,13.0,34.0,0.4,0.3,0.07,0.1,2,1.0,0.0,38.0,0.0,0.0,1.1,14.0,0.04,0.06,0.5,0.05,0.0,53.0,0.5,2.6,7.0,17.0
823,（もやし類）　りょくとうもやし　生,"['もやし', '類', 'ょくとうもやし', '生']",15.0,1.7,0.1,1.3,2.6,2.0,69.0,10.0,8.0,25.0,0.2,0.3,0.08,0.06,2,0.0,0.0,55.0,0.0,0.0,0.1,3.0,0.04,0.05,0.3,0.05,0.0,41.0,0.23,1.7,8.0,17.0
824,（もやし類）　りょくとうもやし　ゆで,"['もやし', '類', 'ょくとうもやし']",12.0,1.6,0.0,1.5,2.3,2.0,24.0,11.0,7.0,24.0,0.3,0.2,0.06,0.06,0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,0.03,0.04,0.2,0.02,0.0,33.0,0.14,0.0,2.0,13.0
825,モロヘイヤ　茎葉　生,"['モロヘイヤ', '茎葉', '生']",36.0,4.8,0.5,5.9,6.3,1.0,530.0,260.0,46.0,110.0,1.0,0.6,0.33,1.32,4,1.0,2.0,15.0,0.0,0.0,6.5,640.0,0.18,0.42,1.1,0.35,0.0,250.0,1.83,14.0,65.0,13.0
826,モロヘイヤ　茎葉　ゆで,"['モロヘイヤ', '茎葉']",24.0,3.0,0.4,3.5,4.0,0.0,160.0,170.0,26.0,53.0,0.6,0.4,0.2,1.02,0,0.0,0.0,0.0,0.0,0.0,3.4,450.0,0.06,0.13,0.4,0.08,0.0,67.0,0.7,0.0,11.0,26.0
827,やぶまめ　生,"['ぶま', 'め', '生']",219.0,15.5,6.5,9.8,29.5,3.0,1100.0,44.0,110.0,240.0,4.6,0.9,0.19,0.6,0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
828,やまごぼう　みそ漬,"['ごぼう', 'みそ', '漬']",66.0,4.1,0.1,7.0,15.6,2800.0,200.0,23.0,24.0,49.0,1.3,0.3,0.13,0.28,0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.02,0.1,0.4,0.03,0.0,14.0,0.02,0.0,0.0,19.0
829,ゆりね　りん茎　生,"['ゆり', '茎', '生']",119.0,3.8,0.1,5.4,28.3,1.0,740.0,10.0,25.0,71.0,1.0,0.7,0.16,0.96,1,1.0,2.0,1.0,0.0,0.0,0.5,0.0,0.08,0.07,0.7,0.12,0.0,77.0,0.0,1.6,9.0,14.0
830,ゆりね　りん茎　ゆで,"['ゆり', '茎']",117.0,3.4,0.1,6.0,28.7,1.0,690.0,10.0,24.0,65.0,0.9,0.7,0.14,0.75,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.07,0.07,0.6,0.12,0.0,92.0,0.0,0.0,8.0,14.0
831,ようさい　茎葉　生,"['よう', 'さい', '茎葉', '生']",17.0,2.2,0.1,3.1,3.1,26.0,380.0,74.0,28.0,44.0,1.5,0.5,0.2,1.07,0,0.0,0.0,0.0,0.0,0.0,2.2,250.0,0.1,0.2,1.0,0.11,0.0,120.0,0.4,0.0,19.0,17.0
832,ようさい　茎葉　ゆで,"['よう', 'さい', '茎葉']",18.0,2.2,0.1,3.4,4.1,16.0,270.0,90.0,20.0,40.0,1.0,0.3,0.15,0.77,0,0.0,0.0,0.0,0.0,0.0,0.6,260.0,0.06,0.1,0.6,0.05,0.0,55.0,0.3,0.0,6.0,29.0
833,よめな　葉　生,"['葉', '生']",40.0,3.4,0.2,7.8,10.0,2.0,800.0,110.0,42.0,89.0,3.7,0.7,0.24,0.78,0,0.0,0.0,0.0,0.0,0.0,4.1,440.0,0.23,0.32,3.2,0.1,0.0,170.0,0.5,0.0,42.0,18.0
834,よもぎ　葉　生,"['葉', '生']",43.0,5.2,0.3,7.8,8.7,10.0,890.0,180.0,29.0,100.0,4.3,0.6,0.29,0.84,0,0.0,0.0,0.0,0.0,0.0,3.2,340.0,0.19,0.34,2.4,0.08,0.0,190.0,0.55,0.0,35.0,29.0
835,よもぎ　葉　ゆで,['葉'],37.0,4.8,0.1,7.8,8.2,3.0,250.0,140.0,24.0,88.0,3.0,0.4,0.28,0.75,0,0.0,0.0,0.0,0.0,0.0,3.4,380.0,0.08,0.09,0.5,0.04,0.0,51.0,0.13,0.0,2.0,23.0
836,らっかせい　未熟豆　生,"['らっか', '未熟', '豆', '生']",306.0,12.0,24.2,4.0,12.4,1.0,450.0,15.0,100.0,200.0,0.9,1.2,0.5,0.75,0,1.0,0.0,58.0,0.0,0.0,7.2,0.0,0.54,0.09,10.0,0.21,0.0,150.0,1.4,44.0,20.0,27.0
837,らっかせい　未熟豆　ゆで,"['らっか', '未熟', '豆']",298.0,11.9,23.5,4.2,12.3,2.0,290.0,24.0,86.0,170.0,0.9,1.1,0.36,0.5,0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.3,0.13,8.2,0.19,0.0,150.0,0.91,0.0,19.0,18.0
838,（らっきょう類）　らっきょう　りん茎　生,"['らっきょう', '類', 'らっきょう', '茎', '生']",83.0,1.4,0.2,20.7,29.3,2.0,230.0,14.0,14.0,35.0,0.5,0.5,0.06,0.45,1,1.0,0.0,14.0,0.0,0.0,0.8,1.0,0.07,0.05,2.1,0.12,0.0,29.0,0.56,0.9,23.0,27.0
839,（らっきょう類）　らっきょう　甘酢漬,"['らっきょう', '類', 'らっきょう', '甘酢', '漬']",118.0,0.4,0.3,2.9,29.4,750.0,9.0,11.0,1.0,7.0,1.8,0.1,0.06,0.08,4,0.0,3.0,3.0,0.0,0.0,0.2,1.0,0.0,0.0,0.1,0.02,0.0,0.0,0.03,0.4,0.0,15.0
840,（らっきょう類）　エシャレット　りん茎　生,"['らっきょう', '類', 'エシャレット', '茎', '生']",59.0,2.3,0.2,11.4,17.8,2.0,290.0,20.0,14.0,47.0,0.8,0.5,0.06,0.37,0,0.0,0.0,0.0,0.0,0.0,0.4,6.0,0.03,0.05,0.8,0.11,0.0,55.0,0.33,0.0,21.0,27.0
841,リーキ　りん茎葉　生,"['リーキ', '茎葉', '生']",30.0,1.6,0.1,2.5,6.9,2.0,230.0,31.0,11.0,27.0,0.7,0.3,0.03,0.25,0,0.0,0.0,0.0,0.0,0.0,0.3,9.0,0.06,0.08,0.4,0.24,0.0,76.0,0.17,0.0,11.0,24.0
842,リーキ　りん茎葉　ゆで,"['リーキ', '茎葉']",28.0,1.3,0.1,2.6,6.8,2.0,180.0,26.0,9.0,26.0,0.6,0.3,0.04,0.2,0,0.0,0.0,0.0,0.0,0.0,0.3,8.0,0.05,0.07,0.3,0.2,0.0,68.0,0.14,0.0,9.0,16.0
843,ルッコラ　葉　生,"['ルッコラ', '葉', '生']",17.0,1.9,0.4,2.6,3.1,14.0,480.0,170.0,46.0,40.0,1.6,0.8,0.07,0.69,0,0.0,0.0,0.0,0.0,0.0,1.4,210.0,0.06,0.17,0.5,0.11,0.0,170.0,0.55,0.0,66.0,25.0
844,ルバーブ　葉柄　生,"['ルバーブ', '葉柄', '生']",23.0,0.7,0.1,2.5,6.0,1.0,400.0,74.0,19.0,37.0,0.2,0.1,0.02,0.05,0,0.0,0.0,0.0,0.0,0.0,0.2,7.0,0.04,0.05,0.2,0.02,0.0,31.0,0.1,0.0,5.0,16.0
845,ルバーブ　葉柄　ゆで,"['ルバーブ', '葉柄']",14.0,0.5,0.1,2.9,4.6,1.0,200.0,64.0,14.0,20.0,0.2,0.1,0.02,0.05,0,0.0,0.0,0.0,0.0,0.0,0.2,9.0,0.01,0.03,0.1,0.01,0.0,22.0,0.1,0.0,4.0,29.0
846,（レタス類）　レタス　土耕栽培　結球葉　生,"['レタス', '類', 'レタス', '土', '耕', '栽培', '結球', '葉', '生']",11.0,0.6,0.1,1.1,2.8,2.0,200.0,19.0,8.0,22.0,0.3,0.2,0.04,0.13,1,0.0,0.0,0.0,0.0,0.0,0.3,29.0,0.05,0.03,0.2,0.05,0.0,73.0,0.2,1.2,5.0,25.0
847,（レタス類）　レタス　水耕栽培　結球葉　生,"['レタス', '類', 'レタス', '水', '耕', '栽培', '結球', '葉', '生']",13.0,0.8,0.2,1.1,2.9,2.0,260.0,34.0,10.0,30.0,0.3,0.1,0.01,0.38,0,0.0,0.0,0.0,0.0,0.0,0.3,58.0,0.03,0.03,0.3,0.05,0.0,44.0,0.06,0.0,5.0,11.0
848,（レタス類）　サラダな　葉　生,"['レタス', '類', 'サラダ', '葉', '生']",10.0,1.0,0.2,1.8,2.7,6.0,410.0,56.0,14.0,49.0,2.4,0.2,0.04,0.0,0,0.0,0.0,0.0,0.0,0.0,1.4,110.0,0.06,0.13,0.3,0.06,0.0,71.0,0.25,0.0,14.0,15.0
849,（レタス類）　リーフレタス　葉　生,"['レタス', '類', 'リーフ', 'レタス', '葉', '生']",16.0,1.4,0.1,1.9,3.3,6.0,490.0,58.0,15.0,41.0,1.0,0.5,0.06,0.34,7,0.0,3.0,5.0,0.0,0.0,1.3,160.0,0.1,0.1,0.4,0.1,0.0,110.0,0.24,2.9,21.0,18.0
850,（レタス類）　サニーレタス　葉　生,"['レタス', '類', 'サニーレタス', '葉', '生']",15.0,1.2,0.2,2.0,3.2,4.0,410.0,66.0,15.0,31.0,1.8,0.4,0.05,0.43,0,0.0,0.0,0.0,0.0,0.0,1.2,160.0,0.1,0.1,0.3,0.08,0.0,120.0,0.14,0.0,17.0,24.0
851,（レタス類）　サンチュ　葉　生,"['レタス', '類', 'サンチュ', '葉', '生']",14.0,1.2,0.4,2.0,2.5,3.0,470.0,62.0,19.0,39.0,0.5,0.2,0.01,0.69,0,0.0,0.0,0.0,0.0,0.0,0.7,220.0,0.06,0.1,0.4,0.08,0.0,91.0,0.08,0.0,13.0,19.0
852,（レタス類）　コスレタス　葉　生,"['レタス', '類', 'コス', 'レタス', '葉', '生']",16.0,1.2,0.2,1.9,3.4,16.0,250.0,29.0,12.0,39.0,0.5,0.3,0.03,0.23,0,0.0,0.0,0.0,0.0,0.0,0.7,54.0,0.06,0.06,0.3,0.05,0.0,120.0,0.23,0.0,8.0,18.0
853,れんこん　根茎　生,"['れん', 'こん', '根茎', '生']",66.0,1.9,0.1,2.0,15.5,24.0,440.0,20.0,16.0,74.0,0.5,0.3,0.09,0.78,9,1.0,0.0,1.0,0.0,0.0,0.6,0.0,0.1,0.01,0.4,0.09,0.0,14.0,0.89,2.9,48.0,24.0
854,れんこん　根茎　ゆで,"['れん', 'こん', '根茎']",66.0,1.3,0.1,2.3,16.1,15.0,240.0,20.0,13.0,78.0,0.4,0.3,0.05,0.8,0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.06,0.0,0.2,0.07,0.0,8.0,0.49,0.0,18.0,24.0
